,Labels,FuzTop_x_euclidean_5,FuzTop_y_euclidean_5,Umap_x_euclidean_5,Umap_y_euclidean_5,FuzTop_x_cosine_5,FuzTop_y_cosine_5,Umap_x_cosine_5,Umap_y_cosine_5,FuzTop_x_euclidean_15,FuzTop_y_euclidean_15,Umap_x_euclidean_15,Umap_y_euclidean_15,FuzTop_x_cosine_15,FuzTop_y_cosine_15,Umap_x_cosine_15,Umap_y_cosine_15,FuzTop_x_euclidean_50,FuzTop_y_euclidean_50,Umap_x_euclidean_50,Umap_y_euclidean_50,FuzTop_x_cosine_50,FuzTop_y_cosine_50,Umap_x_cosine_50,Umap_y_cosine_50,FuzTop_x_euclidean_200,FuzTop_y_euclidean_200,Umap_x_euclidean_200,Umap_y_euclidean_200,FuzTop_x_cosine_200,FuzTop_y_cosine_200,Umap_x_cosine_200,Umap_y_cosine_200,Cylinder_theta,Cylinder_z
25,16,-0.19259457,-0.14176533,4.9826684,-8.121758,-0.391081,0.9499248,-4.3264728,19.477758,1.0413831,0.48354408,5.5882945,11.290191,-0.006954942360990985,0.007733308717012193,6.211953,20.927286,1.0649687,-0.21363825,12.7589245,0.4922061,-0.00853107554584683,0.002796225410240366,-2.2274761,11.988363,-0.03264442091230694,0.04748214261404359,-0.71943575,13.692266,-0.015398928807512464,0.048037906498738125,6.5490413,11.048955,11.081687,15.565016
26,16,-0.18498,-0.2109567,7.5485773,-7.604032,-0.33951655,0.6264809,-1.713339,18.604712,1.0428704,0.49117845,7.0777087,11.000607,-0.007292246723139374,0.008164756834167192,6.6638393,19.21789,1.0583842,-0.19395228,12.401166,1.480894,-0.008004568166939776,0.002471996215881385,-1.7017648,10.717279,-0.028056361068853525,0.04078632134859297,-0.6678178,13.04757,-0.013459557392012617,0.04213642175794023,6.3815846,10.045678,4.709898,16.917297
27,16,-0.21715346,-0.1355636,5.2487836,-8.8645735,-0.49078557,0.9730657,-4.801757,18.943203,1.0438318,0.51671124,5.013036,11.423865,-0.007214412682869001,0.007973696158528429,6.170723,21.672192,1.0626591,-0.20570697,12.982209,0.061927732,-0.008438683473377815,0.0030137860705338458,-2.4211118,12.634776,-0.031442247953605874,0.04578226690127683,-0.7022005,14.087673,-0.014851594613922832,0.04598879517697129,6.441039,11.530915,5.501191,15.418659
28,16,-0.19137849,-0.1402078,4.9753375,-8.104336,-0.37875393,0.9568376,-4.2656274,19.539728,1.0427952,0.49945337,5.6465306,11.284414,-0.007213597439804784,0.0080299878525468,6.2712507,20.842508,1.0658534,-0.21820101,12.851952,0.54920423,-0.008689590348691267,0.0027931044682225573,-2.0487754,11.764408,-0.033017004201183364,0.04811441711480004,-0.6000111,13.652895,-0.015581863878349207,0.04864086401382126,6.532297,10.951176,4.787601,15.565739
29,16,-0.21952532,-0.13833603,5.2693253,-9.012172,-0.502065,0.9603426,-4.941928,18.786255,1.0422897,0.49915883,4.906966,11.488825,-0.006930563012099988,0.007648436458216991,6.2546744,21.810152,1.0597618,-0.19394505,13.08511,0.025236955,-0.008111956170367552,0.002994051631286666,-2.5337946,12.681013,-0.02997490245148077,0.04365556913382509,-0.4455525,14.130545,-0.014197471599034433,0.04385181382206568,6.26519,11.471584,5.567972,15.408465
30,16,-0.22580022,-0.14202277,5.721764,-9.005061,-0.53069293,0.94094396,-4.751223,18.411196,1.0499785,0.58969784,4.8529806,11.768657,-0.008201521618174664,0.009050473417609112,6.3528614,21.778158,1.0696769,-0.22806753,12.971013,-0.0783824,-0.009544364768816219,0.003390102033824304,-2.4227452,12.52097,-0.03348120287492328,0.04897994589899142,-0.56394356,14.202995,-0.016337536894118043,0.05077709157691955,6.585889,11.459882,-6.721296,15.597767
31,16,-0.23128955,-0.13905087,5.982866,-8.9248905,-0.5574495,0.9543578,-4.803234,18.133701,1.0508717,0.60061556,4.8772273,11.745201,-0.008455574695871609,0.009304229846054302,6.3931594,21.84683,1.0702827,-0.22872268,12.983338,-0.10633921,-0.009576859339336411,0.0034193538849807796,-2.5065897,12.681558,-0.0331333576528648,0.04843324861679848,-0.5227165,14.278225,-0.01602728804144493,0.049719457325990465,6.45201,11.429911,-0.42786816,15.601147
32,16,-0.22983178,-0.13982455,5.807705,-9.033295,-0.54910094,0.94972426,-4.747565,18.325708,1.0524482,0.61900973,4.934558,11.697877,-0.008626890376309971,0.009514862332882857,6.468696,21.848076,1.0722427,-0.23613113,12.962405,-0.043229315,-0.00983784238050706,0.0035163995764719807,-2.5288653,12.612344,-0.03381238151539191,0.04943459565804654,-0.5751835,14.33068,-0.016421559453531673,0.05100523836196168,6.3410797,11.445436,-0.38737655,15.613144
33,16,-0.2275323,-0.14444993,6.083267,-8.988064,-0.53959936,0.9297057,-4.8696065,18.023502,1.0461686,0.5451124,4.828,11.781199,-0.007782975219796938,0.008553537295951577,6.357215,21.861376,1.0671433,-0.21816263,12.967217,-0.11102187,-0.009118483567494798,0.0032669174351184858,-2.4234557,12.561168,-0.032364603325388014,0.04724084351795695,-0.44911453,14.143175,-0.015589736340810002,0.048302491374679124,6.471355,11.513312,12.090001,15.637129
34,16,-0.23455459,-0.13740695,5.9105787,-8.99176,-0.57168895,0.95997936,-4.7254367,18.211021,1.0519142,0.6128595,4.9256935,11.839151,-0.008612183400900806,0.009493893774964247,6.323175,21.794544,1.0718054,-0.23488931,12.9533615,-0.060914956,-0.009872961905692307,0.0034931389192975385,-2.381999,12.720409,-0.03371188523523959,0.04929038028696613,-0.5341696,14.201231,-0.016377370108189345,0.05086884414840153,6.4388275,11.42614,-0.40102413,15.6242895
35,16,-0.2282059,-0.14354953,6.0473638,-8.990963,-0.54298294,0.9338339,-4.80623,18.112165,1.0482793,0.5700017,4.90217,11.745759,-0.008132767099063114,0.00894130606911409,6.397715,21.810862,1.0688882,-0.22400132,13.016262,0.02432842,-0.009373470923927768,0.003340887613932811,-2.4782276,12.51263,-0.032865848418757254,0.047990897357037585,-0.43724442,14.2082815,-0.015872841112903425,0.049217533099391,6.4096212,11.531467,5.8619676,15.630039
36,16,-0.1814808,-0.20841569,7.449115,-7.4895406,-0.32380718,0.6383107,-1.673461,18.688774,1.042694,0.48849404,7.1309266,10.889492,-0.00726695754158767,0.008135846740955624,6.557137,19.248346,1.0583134,-0.19462982,12.3920965,1.2727658,-0.007989372335136032,0.0024456094212441668,-1.621143,10.834221,-0.028575191415294236,0.041517392719271864,-0.5338422,12.955243,-0.01368802068247604,0.04282472940412976,6.55551,10.029806,-1.6477246,16.861822
37,16,-0.2202138,-0.14030266,5.4013004,-9.020707,-0.5052217,0.9511495,-4.95131,18.744425,1.0431993,0.5100499,4.8211994,11.651155,-0.007092849386978274,0.007814461938437225,6.278086,21.813665,1.0627289,-0.20351696,12.929568,-0.14920677,-0.008502860638632358,0.003123132370952416,-2.5800068,12.645401,-0.03059983943009058,0.04460792106016478,-0.6471708,14.143217,-0.014735293328608498,0.04555410054355566,6.3970723,11.515083,5.549897,15.441134
38,16,-0.2217083,-0.14133883,5.647586,-8.88812,-0.511961,0.9449338,-4.8504415,18.54678,1.0464891,0.5488574,4.8175898,11.648709,-0.0076178144580057545,0.008400231502534602,6.3121915,21.90133,1.0651096,-0.21085592,13.072626,-0.050795313,-0.00889733020795122,0.0032708227303576034,-2.4015398,12.600705,-0.03146362798788059,0.04586087240054762,-0.594778,14.234205,-0.015225257132231605,0.04715450445099778,6.5710344,11.599222,5.6442046,15.496897
39,16,-0.23214602,-0.1509123,6.196332,-9.170324,-0.56216764,0.89908653,-4.4750085,18.068354,1.0498794,0.58821243,5.1675625,11.953376,-0.008223131880558806,0.009075962677005507,6.6556773,21.569345,1.0721419,-0.23809034,12.772983,-0.09396498,-0.009890201640210745,0.0032998080786216795,-2.3156974,12.375264,-0.03427588381067226,0.0502220992158721,-0.52786016,14.103319,-0.01669745673278246,0.05196646237340182,6.5228558,11.432012,-6.6308165,15.796439
40,16,-0.22644083,-0.14885052,6.114635,-9.069703,-0.53427213,0.9091084,-4.61093,18.10279,1.0459164,0.5417241,5.017596,11.87216,-0.007579983913570643,0.008344180432711465,6.5603223,21.651978,1.068908,-0.22738202,12.772678,-0.15584174,-0.009460643325497575,0.003208680192121259,-2.4050422,12.423223,-0.033320842849097115,0.04881500208437438,-0.4767247,14.219054,-0.016256124127450568,0.050539427365001034,6.592136,11.307507,-0.34558967,15.713338
41,16,-0.23532405,-0.17915165,6.857867,-9.529547,-0.56976104,0.77790046,-3.7879846,17.763107,1.0452076,0.53129125,5.5927014,12.121509,-0.007556197299818807,0.008370111100249185,7.021164,21.198088,1.066569,-0.226495,12.434055,0.23090714,-0.009033933194412537,0.002567780804274051,-2.179653,12.060614,-0.03207781138429786,0.04705057251767052,-0.6358653,13.951081,-0.015445473633617236,0.048149485424686715,6.738347,11.034777,-0.21488659,16.190357
42,16,-0.23405254,-0.1652189,6.5742745,-9.3846245,-0.5822708,0.8359756,-4.1352077,17.862003,1.0471579,0.55522186,5.3414702,12.043318,-0.007737145432555551,0.008560686638735387,6.85511,21.372011,1.0708306,-0.23635776,12.627779,0.035836447,-0.009342887154386375,0.00285765677656281,-2.2697222,12.160416,-0.03365880114656005,0.049199298539653206,-0.60451466,13.996268,-0.016058696074520273,0.04999291606930984,6.51975,11.128769,-6.593797,15.962133
43,16,-0.17947589,-0.2049954,7.3377023,-7.3703957,-0.31501544,0.6544542,-1.7303361,18.864048,1.0431433,0.49290538,7.0696864,10.825308,-0.0073270479299664265,0.008202220766618482,6.5472193,19.218376,1.0590707,-0.19831146,12.443519,1.2324841,-0.00808268637590598,0.0024571240947612017,-1.6365179,10.853894,-0.028479924165969523,0.04145755599403145,-0.68428427,13.091338,-0.0137305832480373,0.04297483349368011,6.526065,10.263277,-1.7333318,16.810492
44,16,-0.23466052,-0.16931434,6.6105676,-9.3841915,-0.56770796,0.82311904,-4.05887,17.922386,1.0450209,0.5297961,5.383503,12.032057,-0.007480092887822888,0.008279226658872377,6.852211,21.328318,1.0656538,-0.22093488,12.591656,0.12071118,-0.00894662302099334,0.0027768433387023728,-2.2174737,12.109956,-0.032402469727456626,0.04743057037008932,-0.40006313,13.9681835,-0.015592616555427648,0.04858553433254165,6.6843247,11.149823,-6.5341277,16.07428
45,16,-0.23533826,-0.18688832,7.1291595,-9.513875,-0.57199144,0.74127114,-3.5926015,17.719597,1.0439976,0.5161741,5.676425,12.085094,-0.007467991352529264,0.008294176211285257,7.11086,21.091625,1.0662215,-0.22657275,12.378256,0.39709225,-0.009048244930877244,0.0025154069217748487,-2.1437974,11.789687,-0.031588668193718104,0.0463629552245067,-0.73602694,13.724703,-0.015401754865806874,0.048097901467594684,6.729062,10.979971,-0.24685153,16.251902
46,16,-0.2353688,-0.17404903,6.780322,-9.500031,-0.57395446,0.80419666,-3.9535146,17.831205,1.0462265,0.54368466,5.5314345,12.153684,-0.0077137777073281455,0.008529206035617479,7.032602,21.236713,1.0662032,-0.22398624,12.46544,0.16896701,-0.00894557764103219,0.002705052285574412,-2.131828,12.000034,-0.03233239001930576,0.04737486857473295,-0.6912716,13.889529,-0.015560252043846496,0.048478837485013006,6.740365,11.060596,-0.23149571,16.103775
47,16,-0.23258695,-0.17216463,6.7103004,-9.446659,-0.56789726,0.81087065,-4.021973,17.845053,1.0439525,0.51691544,5.498337,12.094353,-0.007425841712383639,0.00822757195296414,6.9935145,21.240986,1.065129,-0.22061081,12.539902,0.16777268,-0.009096909635831023,0.0026116576628336676,-2.2484472,12.033871,-0.031790251189380635,0.04663298562041259,-0.5183427,13.87637,-0.015564149502773732,0.04849585012341715,6.8847284,11.113734,-0.22544502,16.11753
48,16,-0.23320188,-0.18888178,7.223805,-9.512967,-0.56562495,0.72688305,-3.5145562,17.805199,1.0440918,0.51657134,5.856726,11.971633,-0.007397007227497598,0.008223959803983763,7.061187,20.940962,1.0645889,-0.22021206,12.308988,0.31674397,-0.008833250242221563,0.002525779242098579,-2.1541972,11.698193,-0.031241554996254303,0.045849439142702925,-0.6111248,13.794639,-0.015153365844480026,0.047341124971405205,6.6257267,10.747848,6.0007486,16.293299
49,16,-0.23716652,-0.1850105,7.0483427,-9.521704,-0.57859814,0.7510063,-3.6656435,17.769115,1.0457017,0.5366119,5.668196,12.079943,-0.007754987356541063,0.008606012932413866,7.0540776,21.108541,1.0669571,-0.22824445,12.4254265,0.3186015,-0.009193475514029175,0.0026059304339285487,-2.1085174,11.851469,-0.0319878492545806,0.0469829458525224,-0.6428704,13.833996,-0.015597663282268368,0.04870017118693348,6.5054708,10.861011,-0.24965954,16.22935
50,16,-0.21609741,-0.211312,7.719546,-8.926557,-0.48439777,0.6268624,-2.5655432,17.687622,1.0429016,0.49713728,6.5311475,11.594453,-0.007237127848381875,0.008090004446444917,7.0244837,20.178984,1.0584706,-0.1948713,12.680333,0.97498703,-0.00793652756331566,0.002412219865161126,-1.9901627,11.208945,-0.028649204864801315,0.041605429465369416,-0.26270717,13.584736,-0.013569812827993124,0.04245613221497408,6.8007054,10.623082,17.900692,16.893358
51,16,-0.22283262,-0.20510359,7.601723,-9.16174,-0.51601297,0.65680337,-2.8893468,17.600267,1.0431347,0.5010528,6.2964025,11.737779,-0.007319475197422083,0.0081729760425518,6.913296,20.403843,1.061113,-0.20622553,12.445348,0.71522975,-0.008282204883078716,0.0024813496170707303,-1.9790862,11.18149,-0.029630595126019527,0.04323259345835865,-0.42722523,13.721999,-0.014155913731081354,0.04425769436300977,6.5669527,10.453397,5.625587,16.70272
52,16,-0.22520883,-0.20276728,7.523004,-9.258437,-0.5244775,0.6759575,-3.0015051,17.594849,1.0437653,0.508823,6.207142,11.760953,-0.007139958130301132,0.00796620432767106,6.9844213,20.528961,1.0621985,-0.20868365,12.529892,0.58682793,-0.008154510893666266,0.0024115417322746464,-1.9620217,11.356332,-0.030036646727365588,0.04377274824394763,-0.36187038,13.592481,-0.014080096077280767,0.044029284721109396,6.6482058,10.668943,11.969233,16.641502
53,16,-0.22020483,-0.21003997,7.693797,-9.01176,-0.4996505,0.6378576,-2.6982577,17.63704,1.0434368,0.50391185,6.4272237,11.657097,-0.007331846099624624,0.008191605148211269,6.95526,20.30677,1.0602283,-0.20294021,12.57471,0.767072,-0.008179249136015114,0.0024731371137907063,-2.1049533,11.143752,-0.029300012524641508,0.042672861612994786,-0.59711653,13.298864,-0.013983978080614523,0.04371688857442664,6.615936,10.61116,11.753972,16.807144
54,16,-0.23350336,-0.19257508,7.2977004,-9.471166,-0.56387466,0.7120728,-3.414711,17.71457,1.045624,0.5337755,5.9103513,11.973071,-0.007498535873444803,0.00834374279143185,7.0205235,20.840902,1.0645539,-0.22006086,12.366202,0.34639087,-0.008838853192434076,0.002498295610665662,-2.0964658,11.681693,-0.0309644088422784,0.045452873698635335,-0.6229726,13.469704,-0.014993001907924552,0.04682187268752651,6.634988,10.706721,5.938003,16.371838
55,16,-0.21352842,-0.21359871,7.780252,-8.815212,-0.47150692,0.6173341,-2.4216049,17.750708,1.0424477,0.49115342,6.568661,11.525963,-0.007169419098856562,0.008017465699791216,6.920222,20.017756,1.0576365,-0.1925881,12.609046,1.0324287,-0.007946902514920697,0.002430566356456674,-1.995117,11.046188,-0.02827912518454142,0.04110356639986041,-0.28080517,13.537165,-0.013503377963408406,0.0422323824681775,6.805091,10.505473,11.574803,16.918865
